Channel,Restricted word or phrase,Category,Suggested handling,False-positive risk,Match type,Why it is included,Channel note,Status
Facebook,get verified,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,verification service,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,crypto,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,bitcoin,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,forex,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,investment opportunity,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,guaranteed returns,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,passive income,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,easy money,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,make money fast,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,cash app,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,cashapp,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,venmo me,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,wire transfer,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,gift card,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,account recovery,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,recover your account,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,account suspended,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,copyright violation,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,official support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,customer support agent,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,verification team,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,meta support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,instagram support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,facebook support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,tiktok support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
